"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"k2()",1,199884884,199884884,60.03268758234527
"k1()",1,66629060,66629060,20.011125718167552
"<barrier packet>",1,66446135,66446135,19.956186699487176
