"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"k1()",1,66628997,66628997,33.373967907153435
"k2()",1,66628837,66628837,33.373887764346165
"<barrier packet>",1,66385784,66385784,33.2521443285004
